,adresse,type_de_contrat,niveau_etude,localisation,type_de_cursus,salaire_moyen,salaire_min,salaire_max
0,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
1,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
2,Labège (31),CDI,ingénieur,Toulouse,,65500.0,4600,85000
3,Toulouse (31),CDI,ingénieur,Toulouse,autodidacte,36000.0,2600,46000
4,,,,,,36000.0,2600,46000
5,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
6,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
7,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
8,,,,,,13000.0,0,26000
9,Paris (75),,,Paris,,65500.0,4600,85000
10,Colombes (92),"Temps plein, CDI",,Paris,,65500.0,4600,85000
11,Paris (75),,,Paris,,36000.0,2600,46000
12,Paris (75),,bac + 2,Paris,,36000.0,2600,46000
13,Paris (75),,bac + 5,Paris,,65500.0,4600,85000
14,Nozay (91),,ingénieur,Paris,,36000.0,2600,46000
15,Paris (75),CDI,,Paris,,65500.0,4600,85000
16,Levallois-Perret (92),"Temps plein, CDI",,Paris,,65500.0,4600,85000
17,Paris (75),CDI,,Paris,,65500.0,4600,85000
18,Paris (75),Stage,ingénieur,Paris,,13000.0,0,26000
19,,,,,,36000.0,2600,46000
20,,,,,,36000.0,2600,46000
21,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
22,Clichy (92),,bac + 4,Paris,,65500.0,4600,85000
23,,,,,,36000.0,2600,46000
24,,,,,,36000.0,2600,46000
25,,,,,,36000.0,2600,46000
26,,,,,,36000.0,2600,46000
27,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
28,Nantes (44),,bac + 2,Nantes,,36000.0,2600,46000
29,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
30,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
31,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
32,44000 Nantes,"Temps plein, CDI",,Nantes,,36000.0,2600,46000
33,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
34,Nantes (44),Stage,ingénieur,Nantes,,13000.0,0,26000
35,Nantes (44),CDI,bac + 4,Nantes,,65500.0,4600,85000
36,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
37,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
38,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
39,Loire-Atlantique,,bac + 4,Nantes,,36000.0,2600,46000
40,Nantes (44),,bac + 5,Nantes,,36000.0,2600,46000
41,44000 Nantes,"Temps plein, CDI",bac + 5,Nantes,,36000.0,2600,46000
42,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
43,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
44,,,,,,36000.0,2600,46000
45,Nantes (44),,bac + 5,Nantes,,36000.0,2600,46000
46,Nouvelle-Aquitaine,,ingénieur,Bordeaux,,36000.0,2600,46000
47,Nouvelle-Aquitaine,,ingénieur,Bordeaux,,36000.0,2600,46000
48,,,,,,65500.0,4600,85000
49,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
50,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
51,33327 Eysines,"Temps plein, CDI",bac + 5,Bordeaux,,65500.0,4600,85000
52,Cestas (33),"Temps plein, CDI",ingénieur,Bordeaux,,36000.0,2600,46000
53,Bordeaux (33),CDI,bac + 5,Bordeaux,,65500.0,4600,85000
54,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
55,Mérignac (33),CDI,ingénieur,Bordeaux,,65500.0,4600,85000
56,Bordeaux (33),CDI,ingénieur,Bordeaux,,65500.0,4600,85000
57,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
58,Mérignac (33),CDI,bac + 2,Bordeaux,,36000.0,2600,46000
59,33327 Eysines,"Temps plein, CDI",,Bordeaux,,36000.0,2600,46000
60,Mérignac (33),"Temps plein, CDI",bac + 2,Bordeaux,,36000.0,2600,46000
61,Bordeaux (33),CDI,ingénieur,Bordeaux,,65500.0,4600,85000
62,,,,,,65500.0,4600,85000
63,,,,,,65500.0,4600,85000
64,,,,,,65500.0,4600,85000
65,Paris (75),CDI,,Paris,,65500.0,4600,85000
66,,,,,,13000.0,0,26000
67,Paris 5e (75),CDI,bac + 3,Paris,,65500.0,4600,85000
68,Paris (75),CDI,,Paris,,36000.0,2600,46000
69,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,65500.0,4600,85000
70,Paris 1er (75),CDI,bac + 5,Paris,,65500.0,4600,85000
71,,,,,,65500.0,4600,85000
72,,,,,,65500.0,4600,85000
73,,,,,,65500.0,4600,85000
74,Paris (75),CDI,bac + 5,Paris,,65500.0,4600,85000
75,75009 Paris 9e,CDI,,Paris,,65500.0,4600,85000
76,92110 Clichy,CDI,bac + 5,Paris,,65500.0,4600,85000
77,,,,,,65500.0,4600,85000
78,,,,,,13000.0,0,26000
79,,,,,,65500.0,4600,85000
80,,,,,,36000.0,2600,46000
81,Paris (75),CDI,,Paris,,65500.0,4600,85000
82,75002 Paris 2e,CDI,ingénieur,Paris,,65500.0,4600,85000
83,Paris (75),CDI,diplôme supérieur,Paris,,65500.0,4600,85000
84,Paris (75),CDI,,Paris,,65500.0,4600,85000
85,Paris 2e (75),CDI,,Paris,,65500.0,4600,85000
86,Issy-les-Moulineaux (92),CDI,,Paris,,65500.0,4600,85000
87,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
88,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,65500.0,4600,85000
89,Paris 2e (75),CDI,,Paris,,65500.0,4600,85000
90,,,,,,65500.0,4600,85000
91,,,,,,65500.0,4600,85000
92,44000 Nantes,,,Nantes,,36000.0,2600,46000
93,Nantes (44),,ingénieur,Nantes,,36000.0,2600,46000
94,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
95,44000 Nantes,,ingénieur,Nantes,,36000.0,2600,46000
96,44240 La Chapelle-sur-Erdre,CDI,,Nantes,,36000.0,2600,46000
97,,,,,,36000.0,2600,46000
98,Saint-Herblain (44),CDI,,Nantes,,36000.0,2600,46000
99,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
100,Nantes (44),,bac + 3,Nantes,,36000.0,2600,46000
101,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
102,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
103,Nantes (44),CDI,bac + 2,Nantes,,65500.0,4600,85000
104,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
105,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
106,44000 Nantes,"Temps plein, CDI",,Nantes,,36000.0,2600,46000
107,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
108,Nantes (44),CDI,bac + 5,Nantes,,36000.0,2600,46000
109,Nantes (44),CDI,ingénieur,Nantes,,65500.0,4600,85000
110,Saint-Sébastien-sur-Loire (44),CDI,bac + 3,Nantes,,36000.0,2600,46000
111,Nantes (44),,,Nantes,,36000.0,2600,46000
112,,,,,,36000.0,2600,46000
113,Loire-Atlantique,CDI,ingénieur,Nantes,,65500.0,4600,85000
114,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
115,44470 Carquefou,CDI,bac + 2,Nantes,,36000.0,2600,46000
116,,,,,,36000.0,2600,46000
117,,,,,,36000.0,2600,46000
118,,,,,,36000.0,2600,46000
119,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
120,,,,,,36000.0,2600,46000
121,Nantes (44),,bac + 2,Nantes,,36000.0,2600,46000
122,Nantes (44),"Temps plein, Freelance / Indépendant",ingénieur,Nantes,,142730.0,85460,200000
123,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
124,44200 Nantes,"Temps plein, Stage, Apprentissage, Contrat pro",ingénieur,Nantes,école ingénieur,13000.0,0,26000
125,Nantes (44),"Temps plein, Freelance / Indépendant",ingénieur,Nantes,,142730.0,85460,200000
126,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
127,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
128,Nantes (44),"Temps plein, Freelance / Indépendant",ingénieur,Nantes,,36000.0,2600,46000
129,Nantes (44),,,Nantes,,36000.0,2600,46000
130,Nantes (44),"Freelance / Indépendant, CDI",,Nantes,,36000.0,2600,46000
131,France,,ingénieur,Nantes,,36000.0,2600,46000
132,France,Stage,ingénieur,Nantes,,13000.0,0,26000
133,Nantes (44),"Freelance / Indépendant, CDI",,Nantes,,36000.0,2600,46000
134,Nantes (44),"Temps plein, CDI",,Nantes,,36000.0,2600,46000
135,Nantes (44),,,Nantes,,36000.0,2600,46000
136,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
137,44000 Nantes,Stage,,Nantes,,13000.0,0,26000
138,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
139,Carquefou (44),CDI,,Nantes,,65500.0,4600,85000
140,Nantes (44),"Temps plein, Freelance / Indépendant",,Nantes,,142730.0,85460,200000
141,44100 Nantes,CDI,,Nantes,,36000.0,2600,46000
142,France,,bac + 3,Nantes,,36000.0,2600,46000
143,Saint-Sébastien-sur-Loire (44),,,Nantes,,36000.0,2600,46000
144,44300 Nantes,Stage,ingénieur,Nantes,,13000.0,0,26000
145,Pays de la Loire,,ingénieur,Nantes,,65500.0,4600,85000
146,,,,,,36000.0,2600,46000
147,Toulouse (31),CDI,bac + 3,Toulouse,,36000.0,2600,46000
148,Aussonne (31),,bac + 2,Toulouse,,36000.0,2600,46000
149,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
150,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
151,Toulouse (31),CDI,bac + 3,Toulouse,,36000.0,2600,46000
152,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
153,Toulouse (31),,ingénieur,Toulouse,,65500.0,4600,85000
154,,,,,,36000.0,2600,46000
155,31670 Labège,,ingénieur,Toulouse,,65500.0,4600,85000
156,44300 Nantes,CDI,ingénieur,Nantes,,36000.0,2600,46000
157,44300 Nantes,CDI,bac + 2,Nantes,,36000.0,2600,46000
158,Nantes (44),"Temps plein, Freelance / Indépendant",,Nantes,,142730.0,85460,200000
159,44800 Saint-Herblain,,bac + 5,Nantes,,65500.0,4600,85000
160,,,,,,36000.0,2600,46000
161,44000 Nantes,Stage,,Nantes,,13000.0,0,26000
162,Nantes (44),,bac + 3,Nantes,,36000.0,2600,46000
163,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
164,,,,,,36000.0,2600,46000
165,Nantes (44),,,Nantes,,36000.0,2600,46000
166,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
167,Nantes (44),,bac + 3,Nantes,,36000.0,2600,46000
168,31000 Toulouse,,ingénieur,Toulouse,,36000.0,2600,46000
169,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
170,,,,,,13000.0,0,26000
171,Toulouse (31),,bac + 3,Toulouse,,36000.0,2600,46000
172,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
173,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
174,Toulouse (31),CDI,bac + 3,Toulouse,,36000.0,2600,46000
175,31000 Toulouse,Stage,ingénieur,Toulouse,,13000.0,0,26000
176,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
177,Toulouse (31),,,Toulouse,,65500.0,4600,85000
178,,,,,,36000.0,2600,46000
179,Lyon (69),"Temps plein, CDI",ingénieur,Lyon,,36000.0,2600,46000
180,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
181,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
182,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
183,Lyon 9e (69),CDI,bac + 3,Lyon,,36000.0,2600,46000
184,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
185,Villeurbanne (69),CDI,,Lyon,,65500.0,4600,85000
186,,,,,,36000.0,2600,46000
187,69150 Décines-Charpieu,CDI,bac + 5,Lyon,,36000.0,2600,46000
188,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
189,Nantes (44),Stage,,Nantes,,13000.0,0,26000
190,44240 La Chapelle-sur-Erdre,,,Nantes,,36000.0,2600,46000
191,44000 Nantes,,bac + 2,Nantes,,36000.0,2600,46000
192,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
193,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
194,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
195,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
196,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
197,31000 Toulouse,CDI,,Toulouse,,36000.0,2600,46000
198,Toulouse (31),CDI,ingénieur,Toulouse,ingénieur informatique,36000.0,2600,46000
199,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
200,Toulouse (31),CDI,,Toulouse,,65500.0,4600,85000
201,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
202,,,,,,36000.0,2600,46000
203,31100 Toulouse,,,Toulouse,,36000.0,2600,46000
204,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
205,Toulouse (31),Stage,ingénieur,Toulouse,,13000.0,0,26000
206,,,,,,142730.0,85460,200000
207,31200 Toulouse,,bac + 2,Toulouse,,36000.0,2600,46000
208,Lyon (69),,bac + 2,Lyon,,36000.0,2600,46000
209,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
210,Toulouse (31),,,Toulouse,,36000.0,2600,46000
211,,,,,,36000.0,2600,46000
212,Lyon (69),,,Lyon,,36000.0,2600,46000
213,Lyon (69),,,Lyon,,36000.0,2600,46000
214,Vénissieux (69),,,Lyon,,65500.0,4600,85000
215,Lyon 3e (69),CDI,,Lyon,,36000.0,2600,46000
216,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
217,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
218,,,,,,36000.0,2600,46000
219,Toulouse (31),,,Toulouse,,36000.0,2600,46000
220,Villeurbanne (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
221,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
222,Lyon (69),,bac + 3,Lyon,,36000.0,2600,46000
223,Paris (75),CDI,,Paris,,65500.0,4600,85000
224,,,,,,65500.0,4600,85000
225,Paris (75),CDI,,Paris,,65500.0,4600,85000
226,Paris (75),Stage,ingénieur,Paris,,13000.0,0,26000
227,,,,,,36000.0,2600,46000
228,France,,bac + 3,Toulouse,,36000.0,2600,46000
229,Toulouse (31),,,Toulouse,,36000.0,2600,46000
230,Toulouse (31),,bac + 4,Toulouse,école ingénieur,36000.0,2600,46000
231,Colombier-Saugnieu (69),CDI,bac + 3,Lyon,,36000.0,2600,46000
232,Bordeaux (33),"Temps plein, CDI",ingénieur,Bordeaux,ingénieur informatique,36000.0,2600,46000
233,Bordeaux (33),,bac + 3,Bordeaux,,36000.0,2600,46000
234,Bordeaux (33),"Temps plein, CDI",bac + 2,Bordeaux,,36000.0,2600,46000
235,Bordeaux (33),"Apprentissage, Contrat pro",,Bordeaux,,36000.0,2600,46000
236,Mérignac (33),,bac + 5,Bordeaux,,36000.0,2600,46000
237,,,,,,13000.0,0,26000
238,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
239,,,,,,36000.0,2600,46000
240,Bordeaux (33),CDI,ingénieur,Bordeaux,,65500.0,4600,85000
241,,,,,,36000.0,2600,46000
242,Bordeaux (33),"Temps plein, CDI",bac + 2,Bordeaux,,36000.0,2600,46000
243,Pays de la Loire,Stage,bac + 3,Nantes,,13000.0,0,26000
244,,,,,,36000.0,2600,46000
245,,,,,,36000.0,2600,46000
246,Toulouse (31),,,Toulouse,,36000.0,2600,46000
247,Val-de-Marne,,,Paris,,36000.0,2600,46000
248,33185 Le Haillan,,bac + 2,Bordeaux,,36000.0,2600,46000
249,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
250,33000 Bordeaux,,,Bordeaux,,36000.0,2600,46000
251,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
252,33000 Bordeaux,,bac + 3,Bordeaux,,36000.0,2600,46000
253,Pessac (33),CDI,,Bordeaux,,65500.0,4600,85000
254,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
255,Bordeaux (33),CDI,bac + 2,Bordeaux,,36000.0,2600,46000
256,,,,,,36000.0,2600,46000
257,31000 Toulouse,Stage,ingénieur,Toulouse,,13000.0,0,26000
258,Lyon (69),,,Lyon,,36000.0,2600,46000
259,,,,,,36000.0,2600,46000
260,,,,,,65500.0,4600,85000
261,,,,,,36000.0,2600,46000
262,Paris (75),"Temps plein, Freelance / Indépendant",bac + 4,Paris,,142730.0,85460,200000
263,Boulogne-Billancourt (92),,,Paris,,65500.0,4600,85000
264,Montrouge (92),"Temps plein, CDI",,Paris,,36000.0,2600,46000
265,,,,,,65500.0,4600,85000
266,,,,,,65500.0,4600,85000
267,,,,,,36000.0,2600,46000
268,Malakoff (92),,,Paris,,65500.0,4600,85000
269,Paris (75),"Temps plein, CDI",bac + 4,Paris,,36000.0,2600,46000
270,75004 Paris 4e,,bac + 3,Paris,,36000.0,2600,46000
271,,,,,,65500.0,4600,85000
272,92110 Clichy,CDI,,Paris,,65500.0,4600,85000
273,Paris (75),,ingénieur,Paris,grande école,65500.0,4600,85000
274,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
275,Toulouse (31),Stage,,Toulouse,,13000.0,0,26000
276,Toulouse (31),CDI,,Toulouse,,65500.0,4600,85000
277,Blagnac (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
278,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
279,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
280,Toulouse (31),"Temps plein, CDI",bac + 5,Toulouse,grande école,36000.0,2600,46000
281,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
282,Haute-Garonne,CDI,,Toulouse,,65500.0,4600,85000
283,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
284,,,,,,36000.0,2600,46000
285,Lyon (69),,,Lyon,,36000.0,2600,46000
286,33100 Bordeaux,CDI,bac + 3,Bordeaux,autodidacte,36000.0,2600,46000
287,Paris (75),CDI,,Paris,,65500.0,4600,85000
288,,,,,,65500.0,4600,85000
289,Paris (75),,,Paris,,65500.0,4600,85000
290,,,,,,36000.0,2600,46000
291,,,,,,65500.0,4600,85000
292,Paris (75),"Temps plein, CDI",ingénieur,Paris,ingénieur informatique,65500.0,4600,85000
293,Paris (75),"Temps plein, CDI",,Paris,,36000.0,2600,46000
294,,,,,,65500.0,4600,85000
295,Saint-Germain-en-Laye (78),,,Paris,,65500.0,4600,85000
296,,,,,,65500.0,4600,85000
297,,,,,,65500.0,4600,85000
298,Nantes (44),,,Nantes,,36000.0,2600,46000
299,Lyon (69),Stage,master 2,Lyon,,13000.0,0,26000
300,Lyon (69),Stage,master 2,Lyon,,13000.0,0,26000
301,Lyon (69),Stage,master 2,Lyon,,13000.0,0,26000
302,Limonest (69),"Apprentissage, Contrat pro",bac + 3,Lyon,,36000.0,2600,46000
303,Villeurbanne (69),,bac + 2,Lyon,,36000.0,2600,46000
304,,,,,,36000.0,2600,46000
305,Lyon 7e (69),,bac + 3,Lyon,,36000.0,2600,46000
306,,,,,,13000.0,0,26000
307,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
308,,,,,,36000.0,2600,46000
309,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
310,Rhône,Stage,bac + 3,Lyon,,13000.0,0,26000
311,Rhône,Stage,bac + 5,Lyon,,13000.0,0,26000
312,44000 Nantes,CDI,bac + 5,Nantes,,36000.0,2600,46000
313,,,,,,36000.0,2600,46000
314,69000 Lyon,Stage,,Lyon,,13000.0,0,26000
315,Nantes (44),Stage,bac + 5,Nantes,,13000.0,0,26000
316,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
317,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
318,Nantes (44),CDI,bac + 4,Nantes,,36000.0,2600,46000
319,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
320,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
321,Saint-Herblain (44),CDI,bac + 5,Nantes,,36000.0,2600,46000
322,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
323,Nantes (44),"Temps plein, Freelance / Indépendant",,Nantes,,142730.0,85460,200000
324,44300 Nantes,CDI,ingénieur,Nantes,,36000.0,2600,46000
325,Île-de-France,"Temps plein, CDI",ingénieur,Paris,,65500.0,4600,85000
326,,,,,,36000.0,2600,46000
327,,,,,,65500.0,4600,85000
328,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
329,Lyon (69),,,Lyon,,36000.0,2600,46000
330,,,,,,13000.0,0,26000
331,Limonest (69),"Apprentissage, Contrat pro",bac + 3,Lyon,,36000.0,2600,46000
332,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
333,Lyon (69),"Temps plein, Freelance / Indépendant",,Lyon,,142730.0,85460,200000
334,Lyon (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
335,Île-de-France,,,Paris,,36000.0,2600,46000
336,Paris (75),CDI,,Paris,,65500.0,4600,85000
337,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
338,44300 Nantes,,ingénieur,Nantes,,36000.0,2600,46000
339,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
340,44300 Nantes,,ingénieur,Nantes,,36000.0,2600,46000
341,44300 Nantes,,ingénieur,Nantes,,36000.0,2600,46000
342,44200 Nantes,,bac + 4,Nantes,,36000.0,2600,46000
343,,,,,,36000.0,2600,46000
344,Nantes (44),CDI,bac + 4,Nantes,,65500.0,4600,85000
345,,,,,,142730.0,85460,200000
346,,,,,,65500.0,4600,85000
347,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,65500.0,4600,85000
348,Paris (75),"Apprentissage, Contrat pro",,Paris,,65500.0,4600,85000
349,,,,,,36000.0,2600,46000
350,,,,,,65500.0,4600,85000
351,Lyon (69),CDI,bac + 4,Lyon,,36000.0,2600,46000
352,Lyon (69),"Temps plein, CDI",,Lyon,,36000.0,2600,46000
353,Lyon (69),,,Lyon,,36000.0,2600,46000
354,,,,,,36000.0,2600,46000
355,Lyon 1er (69),CDI,,Lyon,,36000.0,2600,46000
356,Lyon (69),,,Lyon,,36000.0,2600,46000
357,Lyon (69),CDI,bac + 4,Lyon,,36000.0,2600,46000
358,Lyon (69),,,Lyon,,36000.0,2600,46000
359,Lyon 1er (69),CDI,,Lyon,,36000.0,2600,46000
360,Lyon (69),CDI,bac + 4,Lyon,,36000.0,2600,46000
361,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
362,,,,,,36000.0,2600,46000
363,Saint-Ouen (93),,,Paris,,65500.0,4600,85000
364,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
365,,,,,,36000.0,2600,46000
366,Bordeaux (33),"Temps plein, CDI",,Bordeaux,,36000.0,2600,46000
367,,,,,,36000.0,2600,46000
368,Bordeaux (33),Stage,ingénieur,Bordeaux,,13000.0,0,26000
369,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
370,,,,,,36000.0,2600,46000
371,Montrouge (92),"Temps plein, CDI",,Paris,,36000.0,2600,46000
372,Bordeaux (33),CDI,,Bordeaux,,65500.0,4600,85000
373,Bordeaux (33),"Temps plein, CDI",,Bordeaux,,36000.0,2600,46000
374,33000 Bordeaux,CDI,,Bordeaux,,65500.0,4600,85000
375,Bordeaux (33),"Temps plein, CDI",bac + 5,Bordeaux,,65500.0,4600,85000
376,Canéjan (33),CDI,,Bordeaux,,36000.0,2600,46000
377,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
378,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
379,Lyon 2e (69),CDI,,Lyon,,36000.0,2600,46000
380,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
381,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
382,Lyon 9e (69),CDI,,Lyon,,36000.0,2600,46000
383,Lyon (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
384,Lyon (69),"Temps plein, Freelance / Indépendant",,Lyon,,142730.0,85460,200000
385,69000 Lyon,,,Lyon,,36000.0,2600,46000
386,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
387,Paris (75),,,Paris,,65500.0,4600,85000
388,44200 Nantes,"Temps plein, Stage, Apprentissage, Contrat pro",ingénieur,Nantes,,13000.0,0,26000
389,Nantes (44),CDI,bac + 2,Nantes,,36000.0,2600,46000
390,Nantes (44),,bac + 5,Nantes,,36000.0,2600,46000
391,,,,,,36000.0,2600,46000
392,Nantes (44),,ingénieur,Nantes,,36000.0,2600,46000
393,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
394,75002 Paris 2e,"Temps plein, CDI",bac + 2,Paris,,36000.0,2600,46000
395,33600 Pessac,CDI,ingénieur,Bordeaux,,36000.0,2600,46000
396,Nouvelle-Aquitaine,,,Bordeaux,,36000.0,2600,46000
397,Nouvelle-Aquitaine,,bac + 2,Bordeaux,,36000.0,2600,46000
398,33000 Bordeaux,,,Bordeaux,,36000.0,2600,46000
399,33000 Bordeaux,CDI,bac + 3,Bordeaux,,36000.0,2600,46000
400,33000 Bordeaux,,bac + 3,Bordeaux,,36000.0,2600,46000
401,Bordeaux (33),,,Bordeaux,,36000.0,2600,46000
402,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
403,33000 Bordeaux,,,Bordeaux,,65500.0,4600,85000
404,Bordeaux (33),CDI,bac + 2,Bordeaux,,65500.0,4600,85000
405,,,,,,65500.0,4600,85000
406,,,,,,65500.0,4600,85000
407,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
408,Montrouge (92),Apprentissage,bac + 3,Paris,,36000.0,2600,46000
409,Nantes (44),,ingénieur,Nantes,,36000.0,2600,46000
410,Paris (75),Stage,ingénieur,Paris,,13000.0,0,26000
411,Paris (75),CDI,bac + 5,Paris,,36000.0,2600,46000
412,Paris (75),,bac + 2,Paris,,36000.0,2600,46000
413,,,,,,65500.0,4600,85000
414,Paris (75),,,Paris,,36000.0,2600,46000
415,Paris 1er (75),CDI,bac + 3,Paris,,36000.0,2600,46000
416,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
417,Paris (75),CDI,bac + 4,Paris,,65500.0,4600,85000
418,Paris (75),,bac + 5,Paris,,36000.0,2600,46000
419,Pessac (33),CDI,,Bordeaux,,36000.0,2600,46000
420,Bordeaux (33),"Temps plein, CDI",,Bordeaux,,36000.0,2600,46000
421,Pessac (33),,ingénieur,Bordeaux,,36000.0,2600,46000
422,Cestas (33),"Temps plein, CDI",bac + 2,Bordeaux,,36000.0,2600,46000
423,33600 Pessac,,ingénieur,Bordeaux,,36000.0,2600,46000
424,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
425,33000 Bordeaux,CDI,bac + 4,Bordeaux,,36000.0,2600,46000
426,Paris (75),,,Paris,,65500.0,4600,85000
427,Paris (75),CDI,,Paris,,36000.0,2600,46000
428,,,,,,65500.0,4600,85000
429,,,,,,65500.0,4600,85000
430,,,,,,65500.0,4600,85000
431,,,,,,65500.0,4600,85000
432,Paris (75),CDI,,Paris,,65500.0,4600,85000
433,75017 Paris 17e,,bac + 5,Paris,,65500.0,4600,85000
434,,,,,,36000.0,2600,46000
