,adresse,type_de_contrat,niveau_etude,localisation,type_de_cursus,salaire_moyen,salaire_min,salaire_max
8161,Toulouse (31),,ingénieur,Toulouse,,36000.0,2600,46000
8162,Toulouse (31),,,Toulouse,,36000.0,2600,46000
8163,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8164,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
8165,44470 Carquefou,CDI,bac + 2,Nantes,,36000.0,2600,46000
8166,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8167,Bordeaux (33),,,Bordeaux,,36000.0,2600,46000
8168,Bordeaux (33),CDI,bac + 3,Bordeaux,,36000.0,2600,46000
8169,,,,,,65500.0,4600,85000
8170,,,,,,13000.0,0,26000
8171,Saint-Denis (93),,bac + 2,Paris,,65500.0,4600,85000
8172,Paris (75),CDI,bac + 4,Paris,,36000.0,2600,46000
8173,,,,,,65500.0,4600,85000
8174,,,,,,65500.0,4600,85000
8175,92100 Boulogne-Billancourt,,,Paris,,65500.0,4600,85000
8176,Paris 9e (75),CDI,bac + 3,Paris,,36000.0,2600,46000
8177,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
8178,,,,,,65500.0,4600,85000
8179,,,,,,65500.0,4600,85000
8180,Saint-Denis (93),"Temps plein, CDI",bac + 3,Paris,,65500.0,4600,85000
8181,,,,,,36000.0,2600,46000
8182,Hauts-de-Seine,,,Paris,,36000.0,2600,46000
8183,,,,,,65500.0,4600,85000
8184,Lyon (69),CDI,master 2,Lyon,,36000.0,2600,46000
8185,,,,,,36000.0,2600,46000
8186,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
8187,La Défense (92),,bac + 5,Paris,,65500.0,4600,85000
8188,92130 Issy-les-Moulineaux,,,Paris,,65500.0,4600,85000
8189,,,,,,36000.0,2600,46000
8190,,,,,,65500.0,4600,85000
8191,Ivry-sur-Seine (94),"Temps plein, CDI",bac + 5,Paris,autodidacte,36000.0,2600,46000
8192,,,,,,13000.0,0,26000
8193,,,,,,65500.0,4600,85000
8194,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8195,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8196,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8197,Paris 19e (75),"Temps plein, CDI",bac + 5,Paris,école de commerce,36000.0,2600,46000
8198,Issy-les-Moulineaux (92),CDI,bac + 2,Paris,,36000.0,2600,46000
8199,,,,,,142730.0,85460,200000
8200,Clichy (92),CDI,,Paris,,65500.0,4600,85000
8201,Paris 9e (75),CDI,,Paris,,65500.0,4600,85000
8202,92400 Courbevoie,"Temps plein, Stage",ingénieur,Paris,,13000.0,0,26000
8203,75010 Paris 10e,,,Paris,,65500.0,4600,85000
8204,75012 Paris 12e,CDI,,Paris,,65500.0,4600,85000
8205,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8206,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
8207,Lyon 9e (69),CDI,,Lyon,,36000.0,2600,46000
8208,Auvergne-Rhône-Alpes,Stage,ingénieur,Lyon,école ingénieur,13000.0,0,26000
8209,,,,,,36000.0,2600,46000
8210,,,,,,13000.0,0,26000
8211,,,,,,36000.0,2600,46000
8212,,,,,,36000.0,2600,46000
8213,44000 Nantes,,,Nantes,,36000.0,2600,46000
8214,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8215,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
8216,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
8217,Paris (75),,,Paris,,65500.0,4600,85000
8218,,,,,,65500.0,4600,85000
8219,Paris (75),,bac + 5,Paris,,65500.0,4600,85000
8220,Paris 15e (75),CDI,bac + 5,Paris,,65500.0,4600,85000
8221,Bois-Colombes (92),,ingénieur,Paris,,65500.0,4600,85000
8222,Neuilly-sur-Seine (92),"Temps plein, Stage",bac + 4,Paris,,13000.0,0,26000
8223,Paris (75),,,Paris,,65500.0,4600,85000
8224,,,,,,142730.0,85460,200000
8225,Hauts-de-Seine,,,Paris,,65500.0,4600,85000
8226,Paris (75),Stage,bac + 5,Paris,,36000.0,2600,46000
8227,Issy-les-Moulineaux (92),CDI,ingénieur,Paris,,65500.0,4600,85000
8228,La Défense (92),CDI,,Paris,,65500.0,4600,85000
8229,Paris 13e (75),CDI,,Paris,,65500.0,4600,85000
8230,,,,,,65500.0,4600,85000
8231,,,,,,65500.0,4600,85000
8232,75008 Paris 8e,Stage,bac + 4,Paris,,13000.0,0,26000
8233,75001 Paris 1er,"Temps plein, CDI",,Paris,école de commerce,65500.0,4600,85000
8234,75017 Paris 17e,Stage,bac + 3,Paris,,13000.0,0,26000
8235,Paris (75),,,Paris,,65500.0,4600,85000
8236,Paris (75),,,Paris,,13000.0,0,26000
8237,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8238,75008 Paris 8e,Stage,bac + 3,Paris,,13000.0,0,26000
8239,La Défense (92),,,Paris,,65500.0,4600,85000
8240,,,,,,36000.0,2600,46000
8241,,,,,,36000.0,2600,46000
8242,Lyon 3e (69),CDI,,Lyon,,36000.0,2600,46000
8243,Lyon 3e (69),CDI,,Lyon,,36000.0,2600,46000
8244,Lyon 1er (69),CDI,bac + 5,Lyon,,36000.0,2600,46000
8245,Lyon (69),,,Lyon,,36000.0,2600,46000
8246,Lyon 1er (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
8247,Lyon 3e (69),CDI,bac + 2,Lyon,,36000.0,2600,46000
8248,Villeurbanne (69),"Temps plein, Freelance / Indépendant",,Lyon,,36000.0,2600,46000
8249,,,,,,36000.0,2600,46000
8250,69000 Lyon,,bac + 3,Lyon,,36000.0,2600,46000
8251,31200 Toulouse,,bac + 2,Toulouse,,36000.0,2600,46000
8252,,,,,,36000.0,2600,46000
8253,31200 Toulouse,,bac + 2,Toulouse,,36000.0,2600,46000
8254,Haute-Garonne,CDI,,Toulouse,,36000.0,2600,46000
8255,Toulouse (31),"Temps plein, CDI",,Toulouse,,36000.0,2600,46000
8256,Nantes (44),Stage,bac + 5,Nantes,,36000.0,2600,46000
8257,,,,,,36000.0,2600,46000
8258,,,,,,36000.0,2600,46000
8259,,,,,,36000.0,2600,46000
8260,,,,,,65500.0,4600,85000
8261,Loire-Atlantique,,,Nantes,,65500.0,4600,85000
8262,44700 Orvault,"Temps plein, CDI",bac + 3,Nantes,,36000.0,2600,46000
8263,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8264,Nantes (44),"Temps plein, CDI",ingénieur,Nantes,,36000.0,2600,46000
8265,,,,,,36000.0,2600,46000
8266,Bordeaux (33),,bac + 3,Bordeaux,,36000.0,2600,46000
8267,33130 Bègles,CDI,bac + 5,Bordeaux,,36000.0,2600,46000
8268,Bordeaux (33),"Temps plein, Freelance / Indépendant",,Bordeaux,,65500.0,4600,85000
8269,Bordeaux (33),Stage,bac + 3,Bordeaux,,13000.0,0,26000
8270,Bordeaux (33),,bac + 3,Bordeaux,,36000.0,2600,46000
8271,,,,,,36000.0,2600,46000
8272,,,,,,36000.0,2600,46000
8273,Paris (75),CDI,,Paris,,65500.0,4600,85000
8274,,,,,,36000.0,2600,46000
8275,Paris (75),CDI,,Paris,,36000.0,2600,46000
8276,Paris 2e (75),CDI,bac + 3,Paris,,36000.0,2600,46000
8277,Paris (75),CDI,,Paris,,36000.0,2600,46000
8278,,,,,,36000.0,2600,46000
8279,Paris (75),Stage,bac + 3,Paris,,13000.0,0,26000
8280,,,,,,36000.0,2600,46000
8281,,,,,,36000.0,2600,46000
8282,,,,,,65500.0,4600,85000
8283,Paris 16e (75),CDI,,Paris,,36000.0,2600,46000
8284,Paris 12e (75),,ingénieur,Paris,,65500.0,4600,85000
8285,Paris (75),"Temps plein, CDI",,Paris,,65500.0,4600,85000
8286,Paris (75),,,Paris,,65500.0,4600,85000
8287,Paris (75),"Temps plein, Temps partiel",ingénieur,Paris,,65500.0,4600,85000
8288,La Défense (92),,,Paris,,36000.0,2600,46000
8289,Paris 8e (75),CDI,bac + 3,Paris,,36000.0,2600,46000
8290,,,,,,36000.0,2600,46000
8291,,,,,,65500.0,4600,85000
8292,,,,,,36000.0,2600,46000
8293,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,65500.0,4600,85000
8294,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,65500.0,4600,85000
8295,,,,,,65500.0,4600,85000
8296,,,,,,65500.0,4600,85000
8297,75008 Paris 8e,"Stage, Apprentissage, Contrat pro",,Paris,,13000.0,0,26000
8298,92200 Neuilly-sur-Seine,CDI,,Paris,,65500.0,4600,85000
8299,,,,,,36000.0,2600,46000
8300,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
8301,,,,,,36000.0,2600,46000
8302,Paris 11e (75),Stage,,Paris,,13000.0,0,26000
8303,Paris 12e (75),"Temps plein, Freelance / Indépendant",ingénieur,Paris,,65500.0,4600,85000
8304,,,,,,13000.0,0,26000
8305,Paris (75),CDI,bac + 2,Paris,,65500.0,4600,85000
8306,Saint-Denis (93),"Temps plein, CDI",,Paris,autodidacte,36000.0,2600,46000
8307,Suresnes (92),,bac + 2,Paris,,65500.0,4600,85000
8308,,,,,,36000.0,2600,46000
8309,Saint-Denis (93),,,Paris,autodidacte,65500.0,4600,85000
8310,,,,,,65500.0,4600,85000
8311,,,,,,36000.0,2600,46000
8312,,,,,,13000.0,0,26000
8313,,,,,,36000.0,2600,46000
8314,Paris (75),"Temps plein, CDI",bac + 2,Paris,,36000.0,2600,46000
8315,,,,,,36000.0,2600,46000
8316,Enghien-les-Bains (95),CDI,ingénieur,Paris,,36000.0,2600,46000
8317,Paris 15e (75),CDI,bac + 4,Paris,,36000.0,2600,46000
8318,Rhône,,bac + 3,Lyon,,36000.0,2600,46000
8319,,,,,,36000.0,2600,46000
8320,Lyon 6e (69),CDI,,Lyon,,36000.0,2600,46000
8321,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8322,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8323,Toulouse (31),,bac + 5,Toulouse,,36000.0,2600,46000
8324,Toulouse (31),CDI,ingénieur,Toulouse,,36000.0,2600,46000
8325,Toulouse (31),"Temps plein, Stage",bac + 5,Toulouse,,13000.0,0,26000
8326,Blagnac (31),"Temps plein, Stage",bac + 5,Toulouse,,13000.0,0,26000
8327,Toulouse (31),Stage,ingénieur,Toulouse,,13000.0,0,26000
8328,Toulouse (31),"Temps plein, CDI",bac + 3,Toulouse,,36000.0,2600,46000
8329,,,,,,36000.0,2600,46000
8330,Saint-Herblain (44),CDI,bac + 5,Nantes,,65500.0,4600,85000
8331,Nantes (44),Stage,bac + 5,Nantes,,13000.0,0,26000
8332,Nantes (44),Stage,,Nantes,,13000.0,0,26000
8333,Nantes (44),Stage,,Nantes,,13000.0,0,26000
8334,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8335,Nantes (44),CDI,bac + 5,Nantes,,36000.0,2600,46000
8336,Bordeaux (33),"Temps plein, CDI",bac + 2,Bordeaux,,36000.0,2600,46000
8337,Bordeaux (33),CDI,,Bordeaux,,65500.0,4600,85000
8338,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
8339,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
8340,Paris (75),"Temps plein, CDI",,Paris,,36000.0,2600,46000
8341,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,36000.0,2600,46000
8342,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8343,Paris (75),,,Paris,,36000.0,2600,46000
8344,Paris (75),,,Paris,,36000.0,2600,46000
8345,,,,,,36000.0,2600,46000
8346,,,,,,36000.0,2600,46000
8347,,,,,,65500.0,4600,85000
8348,Paris (75),CDI,,Paris,,65500.0,4600,85000
8349,Paris (75),,,Paris,,36000.0,2600,46000
8350,Paris (75),,,Paris,,36000.0,2600,46000
8351,,,,,,36000.0,2600,46000
8352,Paris (75),"Temps plein, Temps partiel, Apprentissage",ingénieur,Paris,,36000.0,2600,46000
8353,Suresnes (92),CDI,,Paris,,36000.0,2600,46000
8354,Neuilly-sur-Seine (92),,ingénieur,Paris,école de commerce,65500.0,4600,85000
8355,,,,,,65500.0,4600,85000
8356,,,,,,65500.0,4600,85000
8357,Paris (75),"Temps plein, CDI",,Paris,,65500.0,4600,85000
8358,75009 Paris 9e,CDI,,Paris,,36000.0,2600,46000
8359,Paris 8e (75),,,Paris,,36000.0,2600,46000
8360,Paris (75),,bac + 4,Paris,,65500.0,4600,85000
8361,,,,,,36000.0,2600,46000
8362,75011 Paris 11e,CDI,,Paris,,65500.0,4600,85000
8363,Bagneux (92),,ingénieur,Paris,ingénieur informatique,36000.0,2600,46000
8364,,,,,,36000.0,2600,46000
8365,Paris 11e (75),CDI,,Paris,,36000.0,2600,46000
8366,Paris (75),,,Paris,,65500.0,4600,85000
8367,,,,,,65500.0,4600,85000
8368,75010 Paris 10e,CDI,bac + 5,Paris,,36000.0,2600,46000
8369,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8370,Lyon 2e (69),CDI,,Lyon,,36000.0,2600,46000
8371,,,,,,36000.0,2600,46000
8372,Toulouse (31),"Temps plein, CDI",ingénieur,Toulouse,,65500.0,4600,85000
8373,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
8374,Balma (31),CDI,,Toulouse,,36000.0,2600,46000
8375,,,,,,65500.0,4600,85000
8376,Toulouse (31),CDI,,Toulouse,,65500.0,4600,85000
8377,,,,,,36000.0,2600,46000
8378,Nantes (44),Stage,bac + 5,Nantes,,36000.0,2600,46000
8379,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8380,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8381,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
8382,44000 Nantes,"Temps plein, CDI",,Nantes,,36000.0,2600,46000
8383,Saint-Herblain (44),CDI,bac + 5,Nantes,,65500.0,4600,85000
8384,Nantes (44),CDI,ingénieur,Nantes,,65500.0,4600,85000
8385,Bordeaux (33),CDI,bac + 5,Bordeaux,,65500.0,4600,85000
8386,,,,,,36000.0,2600,46000
8387,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
8388,La Défense (92),Stage,ingénieur,Paris,,13000.0,0,26000
8389,Saint-Denis (93),,,Paris,,65500.0,4600,85000
8390,,,,,,65500.0,4600,85000
8391,Paris (75),"Temps plein, CDI",bac + 4,Paris,,65500.0,4600,85000
8392,,,,,,36000.0,2600,46000
8393,,,,,,36000.0,2600,46000
8394,Hauts-de-Seine,,,Paris,,65500.0,4600,85000
8395,,,,,,65500.0,4600,85000
8396,,,,,,65500.0,4600,85000
8397,,,,,,65500.0,4600,85000
8398,75011 Paris 11e,CDI,,Paris,,65500.0,4600,85000
8399,Paris 15e (75),"Temps plein, CDI",ingénieur,Paris,grande école,36000.0,2600,46000
8400,,,,,,36000.0,2600,46000
8401,Paris 12e (75),CDI,bac + 5,Paris,,65500.0,4600,85000
8402,,,,,,65500.0,4600,85000
8403,,,,,,65500.0,4600,85000
8404,,,,,,36000.0,2600,46000
8405,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8406,Lyon 1er (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
8407,31840 Seilh,,,Toulouse,,36000.0,2600,46000
8408,31130 Balma,CDI,ingénieur,Toulouse,,36000.0,2600,46000
8409,31000 Toulouse,CDI,bac + 5,Toulouse,,36000.0,2600,46000
8410,Nantes (44),,ingénieur,Nantes,,36000.0,2600,46000
8411,44000 Nantes,,,Nantes,,36000.0,2600,46000
8412,Bordeaux (33),CDI,bac + 4,Bordeaux,,36000.0,2600,46000
8413,France,,ingénieur,Bordeaux,,36000.0,2600,46000
8414,Paris (75),CDI,,Paris,,65500.0,4600,85000
8415,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,36000.0,2600,46000
8416,Paris 10e (75),CDI,,Paris,,65500.0,4600,85000
8417,Paris (75),,,Paris,,65500.0,4600,85000
8418,,,,,,65500.0,4600,85000
8419,,,,,,65500.0,4600,85000
8420,Issy-les-Moulineaux (92),CDI,bac + 3,Paris,,65500.0,4600,85000
8421,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8422,Paris (75),CDI,ingénieur,Paris,,36000.0,2600,46000
8423,78041 Guyancourt,Stage,,Paris,,13000.0,0,26000
8424,,,,,,65500.0,4600,85000
8425,Paris (75),CDI,,Paris,,65500.0,4600,85000
8426,,,,,,36000.0,2600,46000
8427,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8428,Tassin-la-Demi-Lune (69),Stage,bac + 4,Lyon,,13000.0,0,26000
8429,Tassin-la-Demi-Lune (69),Stage,bac + 4,Lyon,,13000.0,0,26000
8430,Occitanie,,ingénieur,Toulouse,,36000.0,2600,46000
8431,Toulouse (31),CDI,ingénieur,Toulouse,école ingénieur,36000.0,2600,46000
8432,44100 Nantes,"Temps plein, CDI",,Nantes,,36000.0,2600,46000
8433,,,,,,65500.0,4600,85000
8434,Paris 18e (75),CDI,,Paris,,36000.0,2600,46000
8435,Nanterre (92),,bac + 2,Paris,,36000.0,2600,46000
8436,Paris (75),,,Paris,,65500.0,4600,85000
8437,Paris (75),,,Paris,,65500.0,4600,85000
8438,Paris (75),CDI,,Paris,,65500.0,4600,85000
8439,Paris (75),CDI,,Paris,,65500.0,4600,85000
8440,94200 Ivry-sur-Seine,"Temps plein, CDI",bac + 5,Paris,,65500.0,4600,85000
8441,Neuilly-sur-Seine (92),,,Paris,,65500.0,4600,85000
8442,92100 Boulogne-Billancourt,CDI,,Paris,,65500.0,4600,85000
8443,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8444,Brunoy (91),CDI,,Paris,,65500.0,4600,85000
8445,Hauts-de-Seine,"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8446,,,,,,65500.0,4600,85000
8447,,,,,,65500.0,4600,85000
8448,Paris 1er (75),CDI,bac + 2,Paris,,36000.0,2600,46000
8449,Paris (75),,,Paris,,65500.0,4600,85000
8450,Colombes (92),CDI,ingénieur,Paris,,65500.0,4600,85000
8451,93290 Tremblay-en-France,,bac + 4,Paris,,65500.0,4600,85000
8452,,,,,,65500.0,4600,85000
8453,,,,,,65500.0,4600,85000
8454,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
8455,Île-de-France,CDI,,Paris,,65500.0,4600,85000
8456,Île-de-France,Stage,ingénieur,Paris,,13000.0,0,26000
8457,Levallois-Perret (92),CDI,,Paris,,65500.0,4600,85000
8458,Hauts-de-Seine,,ingénieur,Paris,,65500.0,4600,85000
8459,Paris (75),,,Paris,,65500.0,4600,85000
8460,Rueil-Malmaison (92),CDI,bac + 4,Paris,,65500.0,4600,85000
8461,Paris (75),,bac + 2,Paris,,36000.0,2600,46000
8462,Paris (75),Stage,bac + 3,Paris,,13000.0,0,26000
8463,,,,,,142730.0,85460,200000
8464,Paris 8e (75),CDI,ingénieur,Paris,,65500.0,4600,85000
8465,,,,,,142730.0,85460,200000
8466,Paris 2e (75),CDI,ingénieur,Paris,,65500.0,4600,85000
8467,Paris 9e (75),CDI,ingénieur,Paris,,36000.0,2600,46000
8468,,,,,,65500.0,4600,85000
8469,Lyon 9e (69),CDI,,Lyon,,36000.0,2600,46000
8470,Lyon 9e (69),CDI,,Lyon,,36000.0,2600,46000
8471,,,,,,36000.0,2600,46000
8472,,,,,,36000.0,2600,46000
8473,Toulouse (31),,bac + 2,Toulouse,,36000.0,2600,46000
8474,Toulouse (31),CDI,bac + 2,Toulouse,,36000.0,2600,46000
8475,France,Stage,ingénieur,Paris,,13000.0,0,26000
8476,Paris (75),,,Paris,,36000.0,2600,46000
8477,Paris (75),Stage,ingénieur,Paris,,13000.0,0,26000
8478,,,,,,36000.0,2600,46000
8479,Paris (75),CDI,,Paris,,36000.0,2600,46000
8480,93100 Montreuil,,,Paris,,65500.0,4600,85000
8481,92700 Colombes,Stage,ingénieur,Paris,,13000.0,0,26000
8482,France,Stage,ingénieur,Paris,,13000.0,0,26000
8483,,,,,,65500.0,4600,85000
8484,,,,,,13000.0,0,26000
8485,Lyon (69),"Temps plein, CDI",,Lyon,,36000.0,2600,46000
8486,,,,,,36000.0,2600,46000
8487,Lyon (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
8488,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8489,31670 Labège,CDI,bac + 5,Toulouse,,36000.0,2600,46000
8490,Loire-Atlantique,,ingénieur,Nantes,,36000.0,2600,46000
8491,Nantes (44),Stage,bac + 5,Nantes,,36000.0,2600,46000
8492,,,,,,13000.0,0,26000
8493,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8494,Nantes (44),CDI,ingénieur,Nantes,,36000.0,2600,46000
8495,Paris (75),CDI,bac + 2,Paris,,65500.0,4600,85000
8496,Paris 17e (75),CDI,,Paris,,36000.0,2600,46000
8497,Paris (75),"Temps plein, CDD",bac + 2,Paris,autodidacte,36000.0,2600,46000
8498,Paris (75),"Temps plein, CDI",bac + 2,Paris,autodidacte,65500.0,4600,85000
8499,92230 Gennevilliers,,,Paris,,65500.0,4600,85000
8500,Neuilly-sur-Seine (92),CDI,,Paris,,65500.0,4600,85000
8501,,,,,,65500.0,4600,85000
8502,92230 Gennevilliers,,,Paris,,65500.0,4600,85000
8503,Paris (75),CDI,,Paris,,65500.0,4600,85000
8504,Paris (75),Stage,,Paris,,13000.0,0,26000
8505,Paris (75),,ingénieur,Paris,,65500.0,4600,85000
8506,Paris 20e (75),CDI,,Paris,,36000.0,2600,46000
8507,75010 Paris 10e,CDI,,Paris,,65500.0,4600,85000
8508,Paris (75),,,Paris,,65500.0,4600,85000
8509,,,,,,36000.0,2600,46000
8510,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,142730.0,85460,200000
8511,Paris (75),"Temps plein, CDI",,Paris,,36000.0,2600,46000
8512,,,,,,65500.0,4600,85000
8513,Nantes (44),Stage,bac + 4,Nantes,,13000.0,0,26000
8514,Saint-Herblain (44),CDI,,Nantes,,36000.0,2600,46000
8515,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8516,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8517,,,,,,65500.0,4600,85000
8518,Clichy (92),"CDD, Freelance / Indépendant",,Paris,,36000.0,2600,46000
8519,,,,,,65500.0,4600,85000
8520,,,,,,36000.0,2600,46000
8521,Civrieux-d'Azergues (69),CDI,bac + 4,Lyon,,36000.0,2600,46000
8522,Lyon (69),"Temps plein, CDI",bac + 5,Lyon,,36000.0,2600,46000
8523,Rhône,Stage,bac + 5,Lyon,,13000.0,0,26000
8524,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8525,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8526,,,,,,65500.0,4600,85000
8527,Balma (31),CDI,,Toulouse,,65500.0,4600,85000
8528,31700 Blagnac,CDI,,Toulouse,,36000.0,2600,46000
8529,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
8530,Nantes (44),CDI,,Nantes,,36000.0,2600,46000
8531,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
8532,Bordeaux (33),"Temps plein, Freelance / Indépendant",,Bordeaux,,142730.0,85460,200000
8533,,,,,,36000.0,2600,46000
8534,Bois-Colombes (92),,ingénieur,Paris,,65500.0,4600,85000
8535,Paris (75),,bac + 2,Paris,,36000.0,2600,46000
8536,Paris (75),CDI,ingénieur,Paris,,36000.0,2600,46000
8537,Boulogne-Billancourt (92),"Temps plein, Freelance / Indépendant",ingénieur,Paris,,36000.0,2600,46000
8538,,,,,,65500.0,4600,85000
8539,Boulogne-Billancourt (92),,ingénieur,Paris,,36000.0,2600,46000
8540,Paris (75),CDI,,Paris,,36000.0,2600,46000
8541,Paris (75),,,Paris,,36000.0,2600,46000
8542,92300 Levallois-Perret,"Temps plein, CDD, CDI, Apprentissage",,Paris,,36000.0,2600,46000
8543,,,,,,36000.0,2600,46000
8544,La Défense (92),,,Paris,,65500.0,4600,85000
8545,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,36000.0,2600,46000
8546,Paris 7e (75),CDI,bac + 3,Paris,,36000.0,2600,46000
8547,Lyon (69),Stage,bac + 5,Lyon,,13000.0,0,26000
8548,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8549,69006 Lyon 6e,"Temps plein, CDI",,Lyon,,36000.0,2600,46000
8550,,,,,,36000.0,2600,46000
8551,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8552,Occitanie,,,Toulouse,,36000.0,2600,46000
8553,,,,,,65500.0,4600,85000
8554,,,,,,36000.0,2600,46000
8555,Nantes (44),Stage,,Nantes,,13000.0,0,26000
8556,Nantes (44),Stage,,Nantes,,13000.0,0,26000
8557,,,,,,36000.0,2600,46000
8558,Pessac (33),CDI,bac + 3,Bordeaux,,36000.0,2600,46000
8559,,,,,,65500.0,4600,85000
8560,Paris (75),CDI,bac + 3,Paris,,65500.0,4600,85000
8561,Neuilly-sur-Seine (92),CDI,,Paris,,65500.0,4600,85000
8562,Paris 10e (75),CDI,,Paris,,65500.0,4600,85000
8563,Paris (75),"Temps plein, Freelance / Indépendant",,Paris,,65500.0,4600,85000
8564,Paris (75),"Temps plein, CDI",,Paris,,65500.0,4600,85000
8565,,,,,,36000.0,2600,46000
8566,,,,,,65500.0,4600,85000
8567,Neuilly-sur-Seine (92),CDI,,Paris,,65500.0,4600,85000
8568,,,,,,65500.0,4600,85000
8569,,,,,,65500.0,4600,85000
8570,92100 Boulogne-Billancourt,CDI,ingénieur,Paris,,36000.0,2600,46000
8571,Lyon 1er (69),CDI,ingénieur,Lyon,,36000.0,2600,46000
8572,31200 Toulouse,,bac + 2,Toulouse,,36000.0,2600,46000
8573,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8574,Toulouse (31),CDI,,Toulouse,,36000.0,2600,46000
8575,,,,,,36000.0,2600,46000
8576,Toulouse (31),"Temps plein, CDI",,Toulouse,,36000.0,2600,46000
8577,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
8578,La Défense (92),CDI,bac + 3,Paris,,65500.0,4600,85000
8579,La Défense (92),,ingénieur,Paris,,36000.0,2600,46000
8580,,,,,,36000.0,2600,46000
8581,,,,,,36000.0,2600,46000
8582,,,,,,36000.0,2600,46000
8583,Lyon (69),CDI,,Lyon,,36000.0,2600,46000
8584,Toulouse (31),CDI,bac + 5,Toulouse,,36000.0,2600,46000
8585,Bordeaux (33),,ingénieur,Bordeaux,,36000.0,2600,46000
8586,Bordeaux (33),,ingénieur,Bordeaux,,65500.0,4600,85000
8587,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
8588,Paris (75),CDI,bac + 5,Paris,,65500.0,4600,85000
8589,,,,,,36000.0,2600,46000
8590,Neuilly-sur-Seine (92),CDI,bac + 5,Paris,,65500.0,4600,85000
8591,Boulogne-Billancourt (92),,,Paris,,36000.0,2600,46000
8592,Paris (75),CDI,,Paris,,65500.0,4600,85000
8593,Paris 17e (75),"Temps plein, CDI",,Paris,,36000.0,2600,46000
8594,La Défense (92),Stage,bac + 5,Paris,,13000.0,0,26000
8595,Bordeaux (33),CDI,,Bordeaux,,36000.0,2600,46000
8596,Bordeaux (33),CDI,ingénieur,Bordeaux,,36000.0,2600,46000
8597,Lyon (69),,,Lyon,,36000.0,2600,46000
8598,Lyon (69),Stage,,Lyon,,13000.0,0,26000
8599,Saint-Priest (69),CDI,,Lyon,,36000.0,2600,46000
