mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0869987964630127,0.0006320327435421744,0.009598922729492188,0.0004896487146222906,True,balanced,gini,3,sqrt,2,50,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 50}",0.6169491525423729,0.6666666666666666,0.5767918088737202,0.6689419795221843,0.6632302405498282,0.6384720327421555,0.03633508873189364,854,0.6695132365499573,0.6663822525597269,0.6555839727195226,0.6521739130434783,0.68,0.6647306749745371,0.010000873189986879
0.1581955909729004,0.007679625292415755,0.01599888801574707,7.893059424041199e-07,True,balanced,gini,3,sqrt,2,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100}",0.6440677966101694,0.673469387755102,0.5836177474402731,0.6962457337883959,0.6563573883161512,0.6507503410641201,0.03785717063115779,755,0.7011101622544833,0.6808873720136519,0.6811594202898551,0.6624040920716112,0.6451063829787234,0.674133485921665,0.018988792391329674
0.2409989833831787,0.021081917796383687,0.02260165214538574,0.0013568122060217838,True,balanced,gini,3,sqrt,2,150,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 150}",0.6372881355932203,0.6836734693877551,0.6109215017064846,0.6825938566552902,0.6907216494845361,0.6609822646657572,0.03140083310058293,704,0.6720751494449189,0.6851535836177475,0.6837169650468883,0.6632566069906224,0.6791489361702128,0.676670248254078,0.00810935010030726
0.3191990375518799,0.014260935994781242,0.03060016632080078,0.0010188417506601828,True,balanced,gini,3,sqrt,2,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 200}",0.6576271186440678,0.673469387755102,0.6177474402730375,0.6723549488054608,0.6804123711340206,0.660300136425648,0.022526758698904324,706,0.6968403074295474,0.6834470989761092,0.7092924126172208,0.6675191815856778,0.6817021276595745,0.6877602256536259,0.014220312503563898
0.08180127143859864,0.0025629483532747296,0.009399890899658203,0.0004894928178104243,True,balanced,gini,3,sqrt,3,50,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 3, 'n_estimators': 50}",0.6338983050847458,0.6632653061224489,0.6279863481228669,0.6416382252559727,0.6769759450171822,0.6487039563437926,0.018467752080649283,781,0.6379163108454312,0.658703071672355,0.7050298380221653,0.6300085251491901,0.6723404255319149,0.6607996342442112,0.026704438782636997
0.15479960441589355,0.005563017481552534,0.016199350357055664,0.00040018730018323166,True,balanced,gini,3,sqrt,3,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 3, 'n_estimators': 100}",0.6576271186440678,0.6496598639455783,0.5938566552901023,0.6723549488054608,0.6735395189003437,0.6493860845839018,0.0291754716998596,771,0.7070879590093937,0.6518771331058021,0.6896845694799659,0.6521739130434783,0.6493617021276595,0.67003705535326,0.023812346097399933
0.23800039291381836,0.01774205721965215,0.02299985885620117,0.0006339176661216518,True,balanced,gini,3,sqrt,3,150,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 3, 'n_estimators': 150}",0.6440677966101694,0.673469387755102,0.6109215017064846,0.6860068259385665,0.718213058419244,0.6664392905866303,0.03654113584944076,666,0.6925704526046115,0.6655290102389079,0.6930946291560103,0.6487638533674339,0.683404255319149,0.6766724401372224,0.01715119630586237
0.3400001049041748,0.019729649664115223,0.03240060806274414,0.0017444527268914555,True,balanced,gini,3,sqrt,3,200,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 3, 'n_estimators': 200}",0.6440677966101694,0.6564625850340136,0.6075085324232082,0.6621160409556314,0.6597938144329897,0.6459754433833561,0.02021134026019474,803,0.6942783945345858,0.6732081911262798,0.6939471440750213,0.6376811594202898,0.6451063829787234,0.6688442544269801,0.02379377870999274
0.08960065841674805,0.012370665423928185,0.00999898910522461,0.0012646309862643815,True,balanced,gini,3,sqrt,5,50,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 50}",0.6508474576271186,0.6394557823129252,0.6040955631399317,0.6791808873720137,0.697594501718213,0.6541609822646658,0.03234377984757186,738,0.6985482493595218,0.6254266211604096,0.6888320545609549,0.6453537936913896,0.6868085106382978,0.6689938458821147,0.02843003590007418
0.17539901733398439,0.01680127897389134,0.015999698638916017,0.0006327113530845984,True,balanced,gini,3,sqrt,5,100,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100}",0.6508474576271186,0.6428571428571429,0.6040955631399317,0.6416382252559727,0.7079037800687286,0.6493860845839018,0.03332668365599742,771,0.6797608881298036,0.6510238907849829,0.680306905370844,0.6649616368286445,0.676595744680851,0.6705298131590252,0.01121682127672895
