mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_objective,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5.885285472869873,0.05065605275749725,0.015001726150512696,0.0008947899701641882,0.1,3,100,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.7254237288135593,0.7448979591836735,0.6757679180887372,0.757679180887372,0.8041237113402062,0.7414733969986358,0.04181687879274604,25,0.8078565328778822,0.810580204778157,0.803921568627451,0.8022165387894288,0.8034042553191489,0.8055958200784137,0.0031298731361478756
8.835341358184815,0.11326779393493748,0.016400814056396484,0.0008009673921386462,0.1,3,150,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'objective': 'multi:softmax'}",0.7322033898305085,0.7414965986394558,0.6860068259385665,0.7508532423208191,0.7835051546391752,0.7387448840381992,0.0315119444577751,26,0.816396242527754,0.8310580204778157,0.8175618073316283,0.8132992327365729,0.8119148936170213,0.8180460393381586,0.006817493441100483
11.899923467636109,0.22481329494205768,0.018600034713745116,0.0012007716726284894,0.1,3,200,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.7220338983050848,0.7482993197278912,0.689419795221843,0.7474402730375427,0.7869415807560137,0.7387448840381992,0.0322020574291081,26,0.8309137489325363,0.8455631399317406,0.8286445012787724,0.8226768968456948,0.8221276595744681,0.8299851893126424,0.008490984927929837
8.649442100524903,0.151775397740394,0.016999483108520508,0.0012634252364484078,0.1,5,100,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.7389830508474576,0.7551020408163265,0.6996587030716723,0.764505119453925,0.8041237113402062,0.752387448840382,0.033970248358522276,21,0.8642186165670367,0.8728668941979523,0.8542199488491049,0.8533674339300937,0.8502127659574468,0.8589771319003269,0.008382270223235207
13.75791630744934,0.40045587062861554,0.02101893424987793,0.0019499567333136367,0.1,5,150,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax'}",0.7152542372881356,0.7585034013605442,0.7337883959044369,0.7610921501706485,0.8213058419243986,0.7578444747612552,0.0358091227685606,17,0.8770281810418445,0.8993174061433447,0.8806479113384484,0.875532821824382,0.8859574468085106,0.883696753431306,0.008596866880428688
19.562599229812623,0.8035888633412693,0.024201107025146485,0.0034309422861114225,0.1,5,200,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.7457627118644068,0.7585034013605442,0.7372013651877133,0.7542662116040956,0.8075601374570447,0.7605729877216917,0.02450232819270678,14,0.9035012809564474,0.9121160409556314,0.9028132992327366,0.8976982097186701,0.9097872340425532,0.9051832129812076,0.005171687809749734
13.084643936157226,0.4841438904049201,0.019601774215698243,0.0010203286636067826,0.1,8,100,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.7559322033898305,0.7517006802721088,0.7337883959044369,0.757679180887372,0.8006872852233677,0.7598908594815825,0.022002960347156438,15,0.9222886421861657,0.9197952218430034,0.9181585677749361,0.9207161125319693,0.9182978723404255,0.9198512833353,0.0015472661235559043
20.08818402290344,1.0266586307736834,0.02895064353942871,0.007166073531724237,0.1,8,150,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax'}",0.7559322033898305,0.7687074829931972,0.7440273037542662,0.7610921501706485,0.8075601374570447,0.767394270122783,0.021542695845852975,4,0.9436379163108455,0.9428327645051194,0.9437340153452686,0.9377664109121909,0.9480851063829787,0.9432112426912805,0.003286314889070372
29.948215770721436,0.3205876006050115,0.03380155563354492,0.002784051980225465,0.1,8,200,multi:softmax,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax'}",0.7491525423728813,0.7585034013605442,0.7406143344709898,0.757679180887372,0.8041237113402062,0.76193724420191,0.021977692167074205,13,0.9632792485055508,0.9539249146757679,0.9565217391304348,0.9539641943734015,0.9582978723404255,0.957197593805116,0.003458878918394055
7.172527933120728,0.19497807621930863,0.018801450729370117,0.003310317625087605,0.3,3,100,multi:softmax,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 100, 'objective': 'multi:softmax'}",0.7288135593220338,0.7482993197278912,0.7030716723549488,0.7781569965870307,0.8075601374570447,0.7530695770804912,0.036575293091371204,20,0.8633646456020495,0.8771331058020477,0.8516624040920716,0.8499573742540495,0.8612765957446809,0.8606788250989797,0.009742275616805319
11.11526575088501,0.18844813397759985,0.02439990043640137,0.010837490736975337,0.3,3,150,multi:softmax,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 150, 'objective': 'multi:softmax'}",0.7423728813559322,0.7482993197278912,0.7098976109215017,0.7440273037542662,0.8041237113402062,0.7496589358799455,0.030367738957598967,22,0.888129803586678,0.8924914675767918,0.8789428815004262,0.8712702472293266,0.8825531914893617,0.882677518276517,0.007350235611395935
