mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,param_multi_class,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.22100238800048827,0.004815893473597516,0.0051978111267089845,0.000980834972342869,0.1,balanced,1000,ovr,l2,lbfgs,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7220338983050848,0.7448979591836735,0.6450511945392492,0.6986301369863014,0.7465753424657534,0.7114597544338336,0.0375039597397976,68,0.740392826643894,0.7380546075085325,0.763000852514919,0.7444633730834753,0.7308347529812607,0.7433492825464163,0.010777876093639463
13.36285982131958,0.25667948670347446,0.008002948760986329,0.004817518010711961,0.1,balanced,1000,ovr,l2,sag,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'sag'}",0.7152542372881356,0.7448979591836735,0.6143344709897611,0.6952054794520548,0.7363013698630136,0.7012278308321964,0.046726386095742055,80,0.7421007685738685,0.7372013651877133,0.7084398976982097,0.7453151618398637,0.7333901192504259,0.7332894625100163,0.013077236287519703
0.5335980892181397,0.024929254677837628,0.004002904891967774,0.0006299271459373284,0.1,balanced,1000,ovr,l2,newton-cg,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'newton-cg'}",0.7220338983050848,0.7448979591836735,0.6450511945392492,0.6986301369863014,0.7465753424657534,0.7114597544338336,0.0375039597397976,68,0.740392826643894,0.7380546075085325,0.763000852514919,0.7444633730834753,0.7308347529812607,0.7433492825464163,0.010777876093639463
0.16519718170166015,0.015509748236396056,0.003801441192626953,0.00040358440735988206,0.1,balanced,1000,multinomial,l2,lbfgs,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7050847457627119,0.7108843537414966,0.621160409556314,0.678082191780822,0.7294520547945206,0.6889495225102319,0.03765097393035241,87,0.7344150298889838,0.7218430034129693,0.7408354646206309,0.7155025553662692,0.7206132879045997,0.7266418682386906,0.009437556845125162
22.93386778831482,0.3437618381150683,0.003601217269897461,0.0004936123188170393,0.1,balanced,1000,multinomial,l2,sag,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'sag'}",0.7084745762711865,0.7040816326530612,0.6143344709897611,0.6712328767123288,0.7054794520547946,0.6807639836289222,0.03585103022011154,90,0.7318531169940222,0.6962457337883959,0.7135549872122762,0.712947189097104,0.7112436115843271,0.7131689277352251,0.011308390458813405
0.26379780769348143,0.037096610482897134,0.0033999919891357423,0.0004926910009265702,0.1,balanced,1000,multinomial,l2,newton-cg,"{'C': 0.1, 'class_weight': 'balanced', 'max_iter': 1000, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'newton-cg'}",0.7050847457627119,0.7108843537414966,0.621160409556314,0.678082191780822,0.7294520547945206,0.6889495225102319,0.03765097393035241,87,0.7344150298889838,0.7218430034129693,0.7408354646206309,0.7155025553662692,0.7206132879045997,0.7266418682386906,0.009437556845125162
0.1364008903503418,0.016170679575915357,0.004201650619506836,0.0014703742290904692,0.1,,1000,ovr,l2,lbfgs,"{'C': 0.1, 'class_weight': None, 'max_iter': 1000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7254237288135593,0.7585034013605442,0.6552901023890785,0.7157534246575342,0.7328767123287672,0.7175989085948158,0.03421968269368793,64,0.7472245943637916,0.7380546075085325,0.7536231884057971,0.7402044293015332,0.74190800681431,0.7442029652787929,0.0056022901330816345
0.9781924724578858,0.09516015692990094,0.0034026145935058595,0.0004924981512156419,0.1,,1000,ovr,l2,sag,"{'C': 0.1, 'class_weight': None, 'max_iter': 1000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'sag'}",0.7254237288135593,0.7585034013605442,0.6552901023890785,0.7191780821917808,0.7328767123287672,0.718281036834925,0.03421022839615322,62,0.7472245943637916,0.7380546075085325,0.7536231884057971,0.7402044293015332,0.74190800681431,0.7442029652787929,0.0056022901330816345
0.5605968952178955,0.01603433833815564,0.0034023284912109374,0.0004899069286663518,0.1,,1000,ovr,l2,newton-cg,"{'C': 0.1, 'class_weight': None, 'max_iter': 1000, 'multi_class': 'ovr', 'penalty': 'l2', 'solver': 'newton-cg'}",0.7254237288135593,0.7585034013605442,0.6552901023890785,0.7191780821917808,0.7328767123287672,0.718281036834925,0.03421022839615322,62,0.7472245943637916,0.7380546075085325,0.7536231884057971,0.7402044293015332,0.74190800681431,0.7442029652787929,0.0056022901330816345
0.1579975128173828,0.008100833836933394,0.003801107406616211,0.0007489781744235269,0.1,,1000,multinomial,l2,lbfgs,"{'C': 0.1, 'class_weight': None, 'max_iter': 1000, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'lbfgs'}",0.7288135593220338,0.7551020408163265,0.6655290102389079,0.7226027397260274,0.7363013698630136,0.7216916780354706,0.030119164798717138,45,0.7514944491887275,0.757679180887372,0.7655583972719523,0.7606473594548552,0.7640545144804088,0.7598867802566631,0.005008401832396298
