mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5456034183502197,0.03248230559767684,0.0035985469818115234,0.0004897861043556281,friedman_mse,0.1,deviance,3,log2,0.1,0.1,100,0.5,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.5}",0.576271186440678,0.5714285714285714,0.5802047781569966,0.5802047781569966,0.5773195876288659,0.5770804911323328,0.0032328350355314765,1418,0.5815542271562767,0.5725255972696246,0.5839727195225917,0.5797101449275363,0.5795744680851064,0.5794674313922271,0.0038186847316329328
0.5293976306915283,0.024476380237121096,0.0040016651153564455,2.983187164233599e-06,friedman_mse,0.1,deviance,3,log2,0.1,0.1,100,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 0.8}",0.6169491525423729,0.6020408163265306,0.6040955631399317,0.6109215017064846,0.6116838487972509,0.6091405184174625,0.005420633665952294,1243,0.6191289496157131,0.6075085324232082,0.6283034953111679,0.6146632566069906,0.6153191489361702,0.6169846765786501,0.006792258025494474
0.4847982883453369,0.024768433492423955,0.004001474380493164,0.0006324105837794693,friedman_mse,0.1,deviance,3,log2,0.1,0.1,100,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 100, 'subsample': 1.0}",0.6372881355932203,0.6190476190476191,0.5836177474402731,0.6279863481228669,0.6254295532646048,0.6186903137789904,0.01848680665391472,1213,0.6387702818104184,0.6237201365187713,0.6283034953111679,0.638533674339301,0.6204255319148936,0.6299506239789104,0.007532788373782001
0.730802059173584,0.029498938738604593,0.003997325897216797,0.0006323363606346276,friedman_mse,0.1,deviance,3,log2,0.1,0.1,150,0.5,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 150, 'subsample': 0.5}",0.5661016949152542,0.6394557823129252,0.6006825938566553,0.6006825938566553,0.5807560137457045,0.597544338335607,0.024720388658995018,1323,0.5926558497011102,0.6254266211604096,0.5899403239556692,0.5899403239556692,0.5787234042553191,0.5953373046056355,0.01579134988695311
0.8137959480285645,0.03945158225076254,0.004599094390869141,0.0008022205946872315,friedman_mse,0.1,deviance,3,log2,0.1,0.1,150,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 150, 'subsample': 0.8}",0.6067796610169491,0.6700680272108843,0.6143344709897611,0.6109215017064846,0.6323024054982818,0.6268758526603001,0.02331421705655926,1136,0.6216908625106746,0.643344709897611,0.6547314578005116,0.6274509803921569,0.6391489361702127,0.6372733893542334,0.011700065158133207
0.6756019592285156,0.016266302973900332,0.004397249221801758,0.00048756872470156456,friedman_mse,0.1,deviance,3,log2,0.1,0.1,150,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 150, 'subsample': 1.0}",0.6203389830508474,0.6394557823129252,0.5836177474402731,0.6313993174061433,0.6529209621993127,0.6255115961800819,0.023477931152952315,1153,0.6404782237403929,0.643344709897611,0.6427962489343564,0.6479113384484229,0.6348936170212766,0.6418848276084119,0.004245852987367142
1.0443987369537353,0.06041585880090724,0.004199552536010742,0.0003998069695120545,friedman_mse,0.1,deviance,3,log2,0.1,0.1,200,0.5,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 200, 'subsample': 0.5}",0.6033898305084746,0.6258503401360545,0.5870307167235495,0.6006825938566553,0.5807560137457045,0.5995907230559345,0.015600594831200392,1307,0.6259607173356105,0.6032423208191127,0.6257459505541347,0.6086956521739131,0.5829787234042553,0.6093246728574053,0.015986970088167716
1.0866017818450928,0.05494559157443677,0.004999494552612305,1.248912892695312e-06,friedman_mse,0.1,deviance,3,log2,0.1,0.1,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 200, 'subsample': 0.8}",0.6203389830508474,0.6564625850340136,0.5631399317406144,0.6348122866894198,0.6597938144329897,0.6268758526603001,0.03498187649675484,1136,0.6379163108454312,0.636518771331058,0.6606990622335891,0.6453537936913896,0.6382978723404256,0.6437571620883787,0.009009893468360494
0.8833983898162842,0.016860551480922803,0.004999685287475586,1.1424206305228175e-06,friedman_mse,0.1,deviance,3,log2,0.1,0.1,200,1.0,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.1, 'n_estimators': 200, 'subsample': 1.0}",0.6305084745762712,0.6530612244897959,0.5972696245733788,0.6450511945392492,0.6357388316151202,0.6323328785811733,0.019162136621524356,1081,0.6549957301451751,0.6510238907849829,0.6606990622335891,0.6513213981244672,0.6306382978723404,0.6497356758321109,0.010166099258379389
0.449800443649292,0.014577676624952131,0.0031993865966796877,0.0004019628751836013,friedman_mse,0.1,deviance,3,log2,0.1,0.5,100,0.5,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 0.1, 'min_samples_split': 0.5, 'n_estimators': 100, 'subsample': 0.5}",0.5694915254237288,0.5714285714285714,0.5733788395904437,0.5733788395904437,0.5738831615120275,0.572305593451569,0.0016438400907845233,1426,0.5730145175064048,0.5725255972696246,0.5720375106564365,0.5720375106564365,0.5719148936170213,0.5723060059411847,0.00041166910876409206
