mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_objective,param_random_state,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
21.23601198196411,0.8147017820658419,0.050507402420043944,0.02138578581564243,0.1,5,100,multi:softmax,0,0.8,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7098214285714286,0.7455357142857143,0.7522522522522522,0.6981981981981982,0.7601809954751131,0.7331536388140162,0.024534411043413175,8,0.8807649043869517,0.8830146231721034,0.8866442199775533,0.8821548821548821,0.8856502242152466,0.8836457707813474,0.0021876479851399627
21.371339511871337,0.7428867111474832,0.060059547424316406,0.02961302915310349,0.1,5,100,multi:softmax,0,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6919642857142857,0.7366071428571429,0.7567567567567568,0.7072072072072072,0.755656108597285,0.7295597484276729,0.026016857073995446,18,0.8627671541057368,0.8740157480314961,0.867564534231201,0.867564534231201,0.8688340807174888,0.8681492102634246,0.003592646198357915
29.61474165916443,0.3818513373335319,0.055388021469116214,0.03266294699460793,0.1,5,150,multi:softmax,0,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.7098214285714286,0.75,0.7477477477477478,0.6981981981981982,0.7647058823529411,0.734052111410602,0.02549021771898772,6,0.8965129358830146,0.8920134983127109,0.8922558922558923,0.9046015712682379,0.8946188340807175,0.8960005463601147,0.004605828650936693
30.565809869766234,0.7404535316273216,0.06059083938598633,0.008448343640421522,0.1,5,150,multi:softmax,0,0.8,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6875,0.7678571428571429,0.7522522522522522,0.7117117117117117,0.751131221719457,0.734052111410602,0.02982749039500858,6,0.9032620922384702,0.9111361079865017,0.9135802469135802,0.9079685746352413,0.9103139013452914,0.9092521846238169,0.0034910569804848185
31.185283041000368,0.6480677208448433,0.06520309448242187,0.02133788888500378,0.1,5,150,multi:softmax,0,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6830357142857143,0.7455357142857143,0.7342342342342343,0.6756756756756757,0.746606334841629,0.7169811320754716,0.031144129999494244,32,0.8965129358830146,0.8976377952755905,0.8888888888888888,0.9034792368125701,0.8946188340807175,0.8962275381881565,0.004713833095881603
37.77863788604736,0.5310537841627335,0.09887781143188476,0.02164939945399459,0.1,5,200,multi:softmax,0,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.7053571428571429,0.7544642857142857,0.7252252252252253,0.7027027027027027,0.7647058823529411,0.7304582210242587,0.02519530477499298,13,0.9178852643419573,0.9145106861642295,0.9158249158249159,0.9169472502805837,0.9170403587443946,0.9164416950712162,0.0011667980579567992
40.46579508781433,0.7839045138893909,0.07459115982055664,0.022494327164837798,0.1,5,200,multi:softmax,0,0.8,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7053571428571429,0.7589285714285714,0.7432432432432432,0.7117117117117117,0.746606334841629,0.7331536388140162,0.02090811791819853,8,0.9325084364454443,0.9235095613048369,0.9292929292929293,0.9248035914702581,0.9338565022421524,0.9287942041511241,0.004087139582817604
41.2065568447113,0.8910379390854701,0.07420139312744141,0.014595887008249289,0.1,5,200,multi:softmax,0,1,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6919642857142857,0.7589285714285714,0.7477477477477478,0.6756756756756757,0.7375565610859729,0.7223719676549866,0.03262210276648094,27,0.9178852643419573,0.9156355455568054,0.9169472502805837,0.9214365881032548,0.9114349775784754,0.9166679251722154,0.0032480650088742326
24.91259264945984,0.6765417816558265,0.05248227119445801,0.020969796941558733,0.1,8,100,multi:softmax,0,0.5,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.7098214285714286,0.7589285714285714,0.7387387387387387,0.7162162162162162,0.7782805429864253,0.7403414195867026,0.025678912228027886,1,0.9167604049493814,0.9145106861642295,0.9180695847362514,0.9169472502805837,0.9181614349775785,0.9168898722216049,0.0013182696060693845
27.730886602401732,0.6686706557141311,0.08206806182861329,0.030785206982402724,0.1,8,100,multi:softmax,0,0.8,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7142857142857143,0.7633928571428571,0.7297297297297297,0.7117117117117117,0.7647058823529411,0.7367475292003594,0.023118890677651764,4,0.9358830146231721,0.9336332958380202,0.9349046015712682,0.9371492704826038,0.9405829596412556,0.936430628431264,0.002375374049403147
29.144534873962403,0.2836829264178138,0.0512293815612793,0.017368539696137195,0.1,8,100,multi:softmax,0,1,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6830357142857143,0.7589285714285714,0.7432432432432432,0.6801801801801802,0.7330316742081447,0.7196765498652291,0.03221221398918572,30,0.937007874015748,0.9313835770528683,0.9371492704826038,0.9371492704826038,0.929372197309417,0.9344124378686482,0.003355437886284889
34.922842836380006,0.9164246858784201,0.06272773742675782,0.02109466344005147,0.1,8,150,multi:softmax,0,0.5,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.7321428571428571,0.7633928571428571,0.7297297297297297,0.7117117117117117,0.755656108597285,0.738544474393531,0.01870194636002179,2,0.9403824521934758,0.9358830146231721,0.9427609427609428,0.941638608305275,0.9405829596412556,0.9402495955048243,0.0023423079534432728
41.2829827785492,1.6459365027897896,0.09506216049194335,0.028051934548112313,0.1,8,150,multi:softmax,0,0.8,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7098214285714286,0.7589285714285714,0.7297297297297297,0.7117117117117117,0.751131221719457,0.7322551662174304,0.02001691312280486,12,0.9628796400449944,0.9516310461192351,0.9607182940516273,0.9640852974186308,0.9573991031390134,0.9593426761547003,0.004475301296759159
42.9434907913208,0.4268222367096466,0.06624255180358887,0.012233878490152655,0.1,8,150,multi:softmax,0,1,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6875,0.7678571428571429,0.7387387387387387,0.6936936936936937,0.746606334841629,0.7268643306379156,0.03122552685845656,23,0.9606299212598425,0.9482564679415073,0.9539842873176206,0.9562289562289562,0.952914798206278,0.9544028861908409,0.004056564696806417
45.79397835731506,0.6318679417565669,0.083270263671875,0.018145311943014462,0.1,8,200,multi:softmax,0,0.5,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.71875,0.7678571428571429,0.7297297297297297,0.7027027027027027,0.746606334841629,0.7331536388140162,0.02252466723905152,8,0.9572553430821147,0.9505061867266592,0.9607182940516273,0.957351290684624,0.9562780269058296,0.956421828290171,0.003317642513488895
51.4472008228302,0.79891215552566,0.12286334037780762,0.03915431959096312,0.1,8,200,multi:softmax,0,0.8,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7008928571428571,0.7544642857142857,0.7432432432432432,0.7072072072072072,0.746606334841629,0.7304582210242587,0.022002635633104776,13,0.9763779527559056,0.9662542182227222,0.9696969696969697,0.9753086419753086,0.9730941704035875,0.9721463906108987,0.003728849599535473
56.33808026313782,0.5600474924486192,0.0915860652923584,0.030566681601792024,0.1,8,200,multi:softmax,0,1,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6875,0.7723214285714286,0.7297297297297297,0.6891891891891891,0.755656108597285,0.7268643306379156,0.03430867695188628,23,0.9752530933633295,0.9640044994375703,0.9696969696969697,0.9708193041526375,0.968609865470852,0.9696767464242718,0.003625303109398163
13.172741460800172,0.8755454197003683,0.062156391143798825,0.03624539130535313,0.3,3,100,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.7098214285714286,0.75,0.7117117117117117,0.7117117117117117,0.7692307692307693,0.7304582210242587,0.024520653785213512,13,0.8695163104611924,0.8740157480314961,0.877665544332211,0.8810325476992144,0.8733183856502242,0.8751097072348676,0.003932022626086246
12.771556711196899,0.9556292744823781,0.039953088760375975,0.03420385181962898,0.3,3,100,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6964285714285714,0.7410714285714286,0.7387387387387387,0.6891891891891891,0.746606334841629,0.7223719676549866,0.02440296328965526,27,0.8920134983127109,0.8841394825646794,0.8967452300785634,0.8933782267115601,0.8811659192825112,0.8894884713900051,0.0058658854254295045
14.297089433670044,0.7306049613727104,0.05140252113342285,0.01690949724309765,0.3,3,100,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.7008928571428571,0.7455357142857143,0.7432432432432432,0.6711711711711712,0.755656108597285,0.7232704402515723,0.032090228673107714,26,0.8830146231721034,0.8863892013498312,0.8754208754208754,0.8731762065095399,0.8654708520179372,0.8766943516940575,0.007401377895254812
19.59374804496765,0.9770364919520911,0.052645111083984376,0.02186192114555706,0.3,3,150,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.7276785714285714,0.7410714285714286,0.7162162162162162,0.7027027027027027,0.755656108597285,0.7286612758310872,0.018471213670349748,20,0.8998875140607424,0.8942632170978627,0.8967452300785634,0.9079685746352413,0.9080717488789237,0.9013872569502667,0.005701679767327766
20.285225009918214,0.35507918658650545,0.042445945739746097,0.021964878065084625,0.3,3,150,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6964285714285714,0.7232142857142857,0.7252252252252253,0.6981981981981982,0.7375565610859729,0.7160826594788859,0.01612488500261769,34,0.9145106861642295,0.9100112485939258,0.9147025813692481,0.9147025813692481,0.9103139013452914,0.9128481997683885,0.002196009276991655
20.757481813430786,0.6039570917988185,0.03952546119689941,0.019599682012054063,0.3,3,150,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6830357142857143,0.7366071428571429,0.7387387387387387,0.6576576576576577,0.7375565610859729,0.710691823899371,0.03391629648190668,52,0.8976377952755905,0.9021372328458943,0.9023569023569024,0.8967452300785634,0.8878923766816144,0.897353907447713,0.005251319925554412
25.10779948234558,0.483313683910921,0.055489969253540036,0.01366494117114091,0.3,3,200,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6964285714285714,0.7232142857142857,0.6891891891891891,0.6756756756756757,0.755656108597285,0.7079964061096137,0.028345684859789576,63,0.9190101237345332,0.9212598425196851,0.920314253647587,0.9225589225589226,0.9237668161434978,0.921381991720845,0.001664529752778165
29.44595890045166,0.7380391720211682,0.06660175323486328,0.02683500694916417,0.3,3,200,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6964285714285714,0.7142857142857143,0.7297297297297297,0.6846846846846847,0.7330316742081447,0.7115902964959568,0.018682482240341452,46,0.9336332958380202,0.9268841394825647,0.9371492704826038,0.936026936026936,0.9327354260089686,0.9332858135678187,0.003573378041997022
30.112873792648315,1.3491869299966264,0.08132624626159668,0.03358886022383021,0.3,3,200,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6875,0.75,0.7297297297297297,0.6621621621621622,0.7285067873303167,0.7115902964959568,0.03199185640758596,46,0.9156355455568054,0.9212598425196851,0.9147025813692481,0.9068462401795735,0.905829596412556,0.9128547612075735,0.005783560463090235
18.9840585231781,1.5587351442002426,0.06849961280822754,0.024832876476668632,0.3,5,100,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6964285714285714,0.75,0.6981981981981982,0.6981981981981982,0.7285067873303167,0.7142857142857143,0.021547258646965096,37,0.9392575928008999,0.9325084364454443,0.9438832772166106,0.941638608305275,0.9316143497757847,0.937780452908803,0.004901566184252946
23.361045169830323,0.8551351080758756,0.08139934539794921,0.035911393843179644,0.3,5,100,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7053571428571429,0.75,0.7342342342342343,0.6936936936936937,0.751131221719457,0.7268643306379156,0.023410414968877993,23,0.9583802024746907,0.9493813273340832,0.957351290684624,0.9517396184062851,0.9506726457399103,0.9535050169279187,0.0036525341964211075
21.474039793014526,0.8872089901121019,0.08137168884277343,0.0336692511667191,0.3,5,100,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6741071428571429,0.7544642857142857,0.7387387387387387,0.6711711711711712,0.7239819004524887,0.7124887690925427,0.03398919939455478,42,0.9460067491563554,0.9381327334083239,0.9472502805836139,0.9382716049382716,0.9338565022421524,0.9407035740657435,0.005106645089548453
27.649769639968873,1.2823464698978961,0.07059597969055176,0.030974136427668855,0.3,5,150,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6875,0.7589285714285714,0.7027027027027027,0.6756756756756757,0.7104072398190046,0.7070979335130279,0.02865184471278521,65,0.9606299212598425,0.9493813273340832,0.9674523007856342,0.9506172839506173,0.9573991031390134,0.9570959872938382,0.0066531702659129175
29.974208784103393,0.8398721537802265,0.08494234085083008,0.05972513083617948,0.3,5,150,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.7053571428571429,0.7410714285714286,0.7117117117117117,0.6711711711711712,0.7149321266968326,0.7088948787061995,0.022440044670316232,58,0.9730033745781778,0.968503937007874,0.9753086419753086,0.9663299663299664,0.968609865470852,0.9703511570724357,0.0032931810656556403
29.556932067871095,0.8426474519879603,0.07549419403076171,0.03434809243533858,0.3,5,150,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6830357142857143,0.7544642857142857,0.7252252252252253,0.6666666666666666,0.7285067873303167,0.7115902964959568,0.03210123299336345,46,0.9662542182227222,0.9617547806524185,0.9685746352413019,0.9595959595959596,0.9630044843049327,0.9638368156034669,0.0032032257163227057
33.919261884689334,1.7680739210674123,0.095481538772583,0.0365981458218027,0.3,5,200,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6785714285714286,0.7633928571428571,0.7027027027027027,0.6891891891891891,0.7239819004524887,0.7115902964959568,0.03009706563432073,46,0.9763779527559056,0.9662542182227222,0.9741863075196409,0.9674523007856342,0.968609865470852,0.970576128950951,0.003974869949669851
38.40618896484375,0.7166325606150203,0.09205489158630371,0.04351002085355817,0.3,5,200,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6830357142857143,0.75,0.7207207207207207,0.6531531531531531,0.7375565610859729,0.7088948787061995,0.03585243498554373,58,0.9808773903262092,0.9752530933633295,0.9797979797979798,0.9764309764309764,0.9775784753363229,0.9779875830509634,0.0020830914340476173
36.45292706489563,3.3659369748484465,0.03482122421264648,0.018295565575643043,0.3,5,200,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 5, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6696428571428571,0.7544642857142857,0.7252252252252253,0.6576576576576577,0.751131221719457,0.7115902964959568,0.04064219563012261,46,0.9730033745781778,0.968503937007874,0.978675645342312,0.9663299663299664,0.9719730941704036,0.9716972034857466,0.004230485428958245
16.907157325744627,2.7762595265195436,0.042547416687011716,0.01958189171031966,0.3,8,100,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6964285714285714,0.7723214285714286,0.7252252252252253,0.6756756756756757,0.7239819004524887,0.7187780772686433,0.032584387033611585,31,0.9763779527559056,0.96962879640045,0.9730639730639731,0.9730639730639731,0.9641255605381166,0.9712520511644837,0.004153620438636535
25.439048051834106,1.1837555748543853,0.06483092308044433,0.025912158125292007,0.3,8,100,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6919642857142857,0.7544642857142857,0.7207207207207207,0.6711711711711712,0.7285067873303167,0.7133872416891285,0.029043933791449372,40,0.984251968503937,0.9786276715410573,0.9820426487093153,0.9831649831649831,0.9798206278026906,0.9815815799443968,0.0020821744655320816
29.548098850250245,0.7398763449853825,0.07165942192077637,0.026116586880526864,0.3,8,100,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 100, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6651785714285714,0.7589285714285714,0.7207207207207207,0.6801801801801802,0.746606334841629,0.7142857142857143,0.03652577521604067,37,0.9853768278965129,0.9775028121484814,0.9809203142536476,0.9809203142536476,0.9753363228699552,0.980011318284449,0.003423139667057534
35.78330821990967,1.060768278446096,0.11981544494628907,0.03846329450214004,0.3,8,150,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6651785714285714,0.7678571428571429,0.7297297297297297,0.6756756756756757,0.7104072398190046,0.7097933513027853,0.03729140732675926,54,0.9820022497187851,0.9797525309336333,0.978675645342312,0.9809203142536476,0.9775784753363229,0.9797858431169401,0.0015687959908144383
44.33311123847962,1.131700246099104,0.11900177001953124,0.04158400110646604,0.3,8,150,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6964285714285714,0.7321428571428571,0.7162162162162162,0.6756756756756757,0.7239819004524887,0.7088948787061995,0.020397228138726835,58,0.9853768278965129,0.984251968503937,0.9854096520763187,0.9854096520763187,0.9854260089686099,0.9851748219043396,0.0004617034069851974
46.192717695236205,2.2945038742799913,0.11322298049926757,0.03939200378800709,0.3,8,150,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 150, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6651785714285714,0.75,0.7342342342342343,0.6756756756756757,0.7420814479638009,0.7133872416891285,0.03565616776164469,40,0.9865016872890888,0.9820022497187851,0.9842873176206509,0.9854096520763187,0.9809417040358744,0.9838285221481436,0.002074862251123628
45.92739725112915,2.8066849695625553,0.09907116889953613,0.031088291914497433,0.3,8,200,multi:softmax,0,0.5,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.5}",0.6696428571428571,0.7366071428571429,0.7207207207207207,0.6441441441441441,0.7194570135746606,0.6981132075471698,0.035138513809564946,75,0.9876265466816648,0.984251968503937,0.9842873176206509,0.9842873176206509,0.9854260089686099,0.9851758318791027,0.0013039195013901867
51.60742683410645,1.1430723844123676,0.10092167854309082,0.02713416413301183,0.3,8,200,multi:softmax,0,0.8,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 0.8}",0.6830357142857143,0.7232142857142857,0.7072072072072072,0.6801801801801802,0.7330316742081447,0.7053009883198562,0.021062792801777603,67,0.9876265466816648,0.9876265466816648,0.9887766554433222,0.98989898989899,0.9887892376681614,0.9885435952747607,0.0008524914145248958
51.34179372787476,0.6493544132963007,0.087577486038208,0.03577124028515574,0.3,8,200,multi:softmax,0,1,"{'learning_rate': 0.3, 'max_depth': 8, 'n_estimators': 200, 'objective': 'multi:softmax', 'random_state': 0, 'subsample': 1}",0.6696428571428571,0.7544642857142857,0.7342342342342343,0.6711711711711712,0.7420814479638009,0.7142857142857143,0.03646303191027699,37,0.9876265466816648,0.9865016872890888,0.9854096520763187,0.9887766554433222,0.9831838565022422,0.9862996795985273,0.0019202757748141186
